Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2021-01-21 17:22:22,false,"Trainer-35minTT(Zone2.5)","0.04","662","00:48:03","144","154","0.0","1.1","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","48:02.76","1","0.0","00:00:00","00:48:03","277","291"
Cycling,2021-01-20 17:18:26,false,"Trainer-Tabatas","0.04","580","00:44:41","141","170","0.1","1.0","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","44:40.59","1","0.0","00:00:00","00:47:19","317","350"
Cycling,2021-01-19 17:22:46,false,"Trainer-Intervals(4x8)","0.04","638","00:50:13","139","149","0.1","1.2","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","62.6","0:00","No","50:12.88","1","0.0","00:00:00","00:50:13","296","544"
Cycling,2021-01-17 10:19:56,false,"Germantown Cycling","42.21","1,984","02:38:12","144","163","16.0","31.5","1,273","1,273","0.00","0.0","0.0","0.0","0.0","0.0","0:00","42.8","0:00","No","02:38:12.13","1","0.0","02:37:02","03:07:10","247","500"
Cycling,2021-01-16 10:21:42,false,"Trainer-Intervals(3x20)","0.08","826","01:08:51","141","154","0.1","1.3","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","01:08:51.49","1","0.0","00:00:00","01:14:19","302","330"
Cycling,2021-01-14 11:53:38,false,"Germantown Cycling","22.44","1,017","01:26:11","146","181","15.6","36.4","499","525","0.00","0.0","0.0","0.0","0.0","0.0","0:00","50.0","0:00","No","01:26:10.68","1","0.0","01:24:43","01:34:10","346","459"
Cycling,2021-01-13 17:10:00,false,"Trainer-Intervals(8x3-Power)","0.06","571","00:49:14","137","154","0.1","1.4","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","49:14.05","1","0.0","00:00:00","00:49:14","286","301"
Cycling,2021-01-12 17:17:07,false,"Trainer-45minTT","0.07","735","00:58:11","145","157","0.1","1.3","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","58:10.65","1","0.0","00:00:00","00:58:11","274","280"
Cycling,2021-01-10 10:35:36,false,"Trainer-Intervals(8x4-hills)","0.08","672","01:01:16","138","160","0.1","1.1","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","01:01:15.53","1","0.0","00:00:13","01:01:16","331","369"
Cycling,2021-01-09 10:03:00,false,"Trainer-Intervals(3x20)","0.12","975","01:21:07","144","162","0.1","1.3","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","62.6","0:00","No","01:21:07.24","1","0.0","00:00:00","01:22:03","306","644"
Cycling,2021-01-07 17:33:11,false,"Trainer-Intervals(4.5x8)","0.09","684","00:55:19","143","154","0.1","1.0","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","55:18.73","1","0.0","00:00:00","00:55:19","293","306"
Cycling,2021-01-06 17:29:19,false,"Trainer-Intervals(5x8)","0.03","756","00:59:26","146","167","0.0","1.0","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","68.0","0:00","No","59:25.76","1","0.0","00:00:00","00:59:27","241","266"
Cycling,2021-01-03 10:41:04,false,"Memphis Cycling","38.09","2,242","02:29:15","--","--","15.3","26.7","942","915","0.00","0.0","0.0","0.0","0.0","0.0","0:00","37.4","0:00","No","02:29:15.09","1","0.0","02:26:41","03:04:55","241","478"
Cycling,2021-01-02 10:50:02,false,"Trainer-Intervals(3x20)","0.12","--","01:18:16","--","--","0.1","1.1","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","62.6","0:00","No","01:18:15.93","1","0.0","00:00:00","01:19:53","323","381"
Cycling,2020-12-31 17:06:08,false,"Trainer-Tabatas","0.03","--","00:41:33","--","--","0.0","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","62.6","0:00","No","41:32.80","1","0.0","00:00:00","00:48:00","255","270"
Cycling,2020-12-30 17:33:07,false,"Trainer-Intervals(8x4-1 min kicker)","0.04","--","00:53:28","--","--","0.0","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","53:27.88","1","0.0","00:00:00","00:53:28","308","325"
Cycling,2020-12-29 17:17:44,false,"Trainer-Intervals(5x8)","0.02","--","00:57:42","--","--","0.0","1.1","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","57:41.84","1","0.0","00:00:00","00:57:42","285","300"
Cycling,2020-12-27 10:14:27,false,"Germantown Cycling","36.78","2,251","02:19:12","--","--","15.9","31.9","1,102","1,040","0.00","0.0","0.0","0.0","0.0","0.0","0:00","48.2","0:00","No","02:19:12.09","1","0.0","02:18:19","02:23:00","240","447"
Cycling,2020-12-26 11:26:10,false,"Trainer-Intervals(3x20)","0.05","--","01:17:32","--","--","0.0","1.0","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","62.6","0:00","No","01:17:32.10","1","0.0","00:00:00","01:17:32","344","387"
Cycling,2020-12-22 11:57:46,false,"Germantown Cycling","25.53","1,568","01:33:06","--","--","16.5","25.9","505","522","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","01:33:06.19","1","0.0","01:32:00","01:39:31","241","401"
Cycling,2020-12-21 11:48:00,false,"Germantown Cycling","26.89","1,699","01:38:23","--","--","16.4","29.0","741","771","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","01:38:22.90","1","0.0","01:38:03","01:39:43","314","478"
Cycling,2020-12-19 09:30:04,false,"Trainer-Intervals(5x8)","0.04","--","01:00:24","--","--","0.0","1.1","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","73.4","0:00","No","01:00:23.59","1","0.0","00:00:00","01:00:24","297","311"
Cycling,2020-12-17 17:03:50,false,"Trainer-Intervals(5x8)","0.03","--","00:58:46","--","--","0.0","1.0","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","69.8","0:00","No","58:46.32","1","0.0","00:00:00","00:58:47","267","343"
Cycling,2020-12-15 17:29:38,false,"Trainer-Intervals(8x4)","0.03","--","00:53:43","--","--","0.0","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","62.6","0:00","No","53:42.79","1","0.0","00:00:00","00:53:43","327","364"
Cycling,2020-12-12 10:09:15,false,"Germantown Cycling","29.06","1,812","01:47:53","--","--","16.2","29.5","745","768","0.00","0.0","0.0","0.0","0.0","0.0","0:00","51.8","0:00","No","01:47:53.29","1","0.0","01:46:50","02:00:58","308","587"
Cycling,2020-12-10 11:42:26,false,"Germantown Cycling","26.87","1,667","01:40:42","--","--","16.0","27.3","758","745","0.00","0.0","0.0","0.0","0.0","0.0","0:00","60.8","0:00","No","01:40:41.51","1","0.0","01:39:20","01:44:53","247","412"
Cycling,2020-12-08 17:31:32,false,"Trainer-Intervals(8x4)","0.02","--","00:54:24","--","--","0.0","1.4","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","54:24.04","1","0.0","00:00:00","00:54:24","303","306"
Cycling,2020-12-06 10:11:47,false,"Germantown Cycling","28.28","1,746","01:46:51","--","--","15.9","30.4","797","797","0.00","0.0","0.0","0.0","0.0","0.0","0:00","46.4","0:00","No","01:46:50.50","1","0.0","01:45:55","01:53:03","180","357"
Cycling,2020-12-05 10:36:51,false,"Memphis Cycling","34.40","2,063","02:20:24","--","--","14.7","30.8","1,033","958","0.00","0.0","0.0","0.0","0.0","0.0","0:00","46.4","0:00","No","02:20:24.19","1","0.0","02:13:14","03:08:57","257","622"
Cycling,2020-12-03 17:27:44,false,"Trainer-Intervals(4x8)","0.04","--","00:50:34","--","--","0.0","1.3","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","68.0","0:00","No","50:34.26","1","0.0","00:00:00","00:50:34","269","295"
Cycling,2020-12-01 17:26:38,false,"Trainer-Tabatas","0.02","637","00:41:09","152","179","0.0","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","41:09.17","1","0.0","00:00:00","00:41:09","247","268"
Cycling,2020-11-29 17:07:33,false,"Trainer-Intervals(8x4)","0.03","787","00:54:33","148","171","0.0","1.0","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","54:33.37","1","0.0","00:00:00","00:54:33","290","302"
Cycling,2020-11-28 09:18:24,false,"Germantown Cycling","35.09","1,818","02:12:54","140","160","15.8","32.4","948","951","0.00","0.0","0.0","0.0","0.0","0.0","0:00","44.6","0:00","No","02:12:54.23","1","0.0","02:11:37","02:43:26","253","479"
Cycling,2020-11-26 09:42:13,false,"Thanksgiving Ride","29.07","1,438","01:47:06","146","163","16.3","31.3","787","751","0.00","0.0","0.0","0.0","0.0","0.0","0:00","44.6","0:00","No","01:47:05.88","1","0.0","01:46:31","01:48:12","282","447"
Cycling,2020-11-24 11:32:23,false,"Germantown Cycling","26.86","1,364","01:40:24","146","164","16.1","30.1","794","755","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","01:40:24.42","1","0.0","01:40:02","01:43:55","423","601"
Cycling,2020-11-21 08:56:19,false,"Germantown Cycling","48.81","2,454","02:52:35","148","178","17.0","29.4","1,063","1,099","0.00","0.0","0.0","0.0","0.0","0.0","0:00","57.2","0:00","No","46:35.38","2","0.0","02:48:30","03:25:45","308","913"
Cycling,2020-11-18 17:12:43,false,"Trainer-Intervals(4x8)","0.04","747","00:51:04","148","161","0.0","1.2","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","51:03.54","1","0.0","00:00:24","00:51:04","266","283"
Cycling,2020-11-17 17:16:20,false,"Trainer-Intervals(8x4)","0.04","699","00:49:28","145","184","0.0","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","62.6","0:00","No","49:28.30","1","0.0","00:00:00","00:50:09","708","719"
Cycling,2020-11-15 09:44:23,false,"Germantown Cycling","28.28","1,094","01:46:54","132","149","15.9","30.5","781","823","0.00","0.0","0.0","0.0","0.0","0.0","0:00","53.6","0:00","No","01:46:54.43","1","0.0","01:46:32","01:53:49","610","766"
Cycling,2020-11-14 09:36:13,false,"Germantown Cycling","46.24","2,283","02:53:45","145","163","16.0","34.1","1,424","1,385","0.00","0.0","0.0","0.0","0.0","0.0","0:00","53.6","0:00","No","02:53:44.55","1","0.0","02:51:36","03:14:01","285","520"
Cycling,2020-11-12 17:04:22,false,"Trainer-Intervals(8x4)","0.04","718","00:55:05","143","157","0.0","1.0","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","55:05.42","1","0.0","00:00:00","00:55:05","247","262"
Cycling,2020-11-10 17:09:05,false,"Trainer-Intervals(7x4)","0.05","666","00:48:48","148","180","0.1","1.0","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","48:48.13","1","0.0","00:00:00","00:48:48","319","343"
Cycling,2020-11-08 09:34:24,false,"Germantown Cycling","7.80","366","00:30:35","132","142","15.3","28.4","102","118","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","30:35.23","1","0.0","00:30:10","00:31:12","320","587"
Cycling,2020-11-07 08:53:39,false,"Germantown Cycling","47.04","2,227","02:59:32","145","177","15.7","28.8","1,033","1,020","0.00","0.0","0.0","0.0","0.0","0.0","0:00","57.2","0:00","No","02:59:32.45","1","0.0","02:49:09","03:56:03","295","465"
Cycling,2020-11-05 17:28:51,false,"Trainer-Intervals(7x4)","0.03","690","00:49:07","156","182","0.0","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","49:07.32","1","0.0","00:00:00","00:49:07","271","283"
Cycling,2020-11-03 17:06:26,false,"Trainer-Intervals(7x4)","0.03","654","00:47:39","153","169","0.0","1.0","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","47:39.25","1","0.0","00:00:00","00:47:39","236","254"
Cycling,2020-11-01 09:57:56,false,"Germantown Cycling","28.28","1,180","01:47:56","139","157","15.7","31.0","741","764","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","01:47:56.30","1","0.0","01:43:59","01:52:24","302","504"
Cycling,2020-10-31 09:41:21,false,"Germantown Cycling","34.97","1,633","02:17:29","142","159","15.3","30.7","843","886","0.00","0.0","0.0","0.0","0.0","0.0","0:00","46.4","0:00","No","02:17:28.50","1","0.0","02:14:32","02:30:33","278","573"
Cycling,2020-10-29 17:01:19,false,"Trainer-Intervals(7x4)","0.05","633","00:48:43","143","162","0.1","1.1","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","62.6","0:00","No","48:42.89","1","0.0","00:00:00","00:48:43","333","403"
Cycling,2020-10-27 16:30:32,false,"Germantown Cycling","23.04","1,148","01:25:16","144","163","16.2","31.1","515","541","0.00","0.0","0.0","0.0","0.0","0.0","0:00","59.0","0:00","No","01:25:16.43","1","0.0","01:23:30","01:28:56","532","640"
Cycling,2020-10-08 16:49:07,false,"Germantown Cycling","27.81","1,309","01:39:31","145","164","16.8","34.0","696","715","0.00","0.0","0.0","0.0","0.0","0.0","0:00","62.6","0:00","No","01:39:30.94","1","0.0","01:38:53","01:44:25","236","337"
Cycling,2020-10-06 17:04:36,false,"Germantown Cycling","27.76","1,326","01:40:26","147","165","16.6","34.2","709","735","0.00","0.0","0.0","0.0","0.0","0.0","0:00","57.2","0:00","No","01:40:25.50","1","0.0","01:39:08","01:45:22","253","361"
Cycling,2020-10-04 10:09:57,false,"Germantown Cycling","28.29","1,049","01:48:15","128","144","15.7","29.2","751","817","0.00","0.0","0.0","0.0","0.0","0.0","0:00","60.8","0:00","No","01:48:14.55","1","0.0","01:47:26","01:52:22","293","467"
Cycling,2020-10-03 09:25:04,false,"Germantown Cycling","46.14","2,131","02:58:22","140","159","15.5","35.2","1,440","1,440","0.00","0.0","0.0","0.0","0.0","0.0","0:00","53.6","0:00","No","02:58:21.91","1","0.0","02:56:33","03:26:41","290","749"
Cycling,2020-10-01 16:46:49,false,"Germantown Cycling","30.31","1,470","01:49:47","152","174","16.6","35.3","728","778","0.00","0.0","0.0","0.0","0.0","0.0","0:00","57.2","0:00","No","01:49:47.18","1","0.0","01:48:48","01:56:05","312","560"
Cycling,2020-09-29 17:12:28,false,"Germantown Cycling","28.15","1,426","01:42:32","150","168","16.5","35.0","686","715","0.00","0.0","0.0","0.0","0.0","0.0","0:00","55.4","0:00","No","01:42:32.08","1","0.0","01:41:24","01:49:58","321","438"
Cycling,2020-09-27 09:24:02,false,"Germantown Cycling","28.18","1,184","01:45:01","135","154","16.1","27.7","725","755","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","01:45:01.34","1","0.0","01:44:42","01:47:29","208","354"
Cycling,2020-09-26 09:18:33,false,"Germantown Cycling","42.52","1,984","02:39:52","143","161","16.0","30.2","1,191","1,191","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","02:39:52.07","1","0.0","02:38:06","02:58:35","265","453"
Cycling,2020-09-22 17:13:55,false,"Germantown Cycling","26.26","1,308","01:38:19","145","168","16.0","29.9","610","627","0.00","0.0","0.0","0.0","0.0","0.0","0:00","62.6","0:00","No","01:38:18.85","1","0.0","01:37:02","01:43:32","301","434"
Cycling,2020-09-19 09:25:32,false,"Germantown Cycling","46.16","2,468","02:57:06","147","168","15.6","33.4","1,388","1,424","0.00","0.0","0.0","0.0","0.0","0.0","0:00","59.0","0:00","No","02:57:05.86","1","0.0","02:54:43","03:15:15","285","541"
Cycling,2020-09-15 17:20:14,false,"Germantown Cycling","26.78","1,449","01:39:27","152","171","16.2","31.9","607","643","0.00","0.0","0.0","0.0","0.0","0.0","0:00","73.4","0:00","No","01:39:26.98","1","0.0","01:38:13","01:47:18","327","437"
Cycling,2020-09-12 08:30:06,false,"Germantown Cycling","41.77","2,008","02:39:35","143","162","15.7","30.7","1,083","1,178","0.00","0.0","0.0","0.0","0.0","0.0","0:00","73.4","0:00","No","02:39:35.26","1","0.0","02:36:05","03:04:27","295","584"
Cycling,2020-09-08 17:54:04,false,"Trainer-Tabatas","0.03","587","00:41:42","144","168","0.0","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","68.0","0:00","No","41:41.53","1","0.0","00:00:00","00:41:42","286","291"
Cycling,2020-09-06 08:55:51,false,"Germantown Cycling","24.74","878","01:38:13","122","142","15.1","31.0","719","735","0.00","0.0","0.0","0.0","0.0","0.0","0:00","69.8","0:00","No","01:38:13.28","1","0.0","01:37:41","01:42:04","323","556"
Cycling,2020-09-05 09:03:09,false,"Germantown Cycling","46.07","2,216","02:57:26","142","165","15.6","34.8","1,342","1,385","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","02:57:26.09","1","0.0","02:54:29","03:24:40","304","497"
Cycling,2020-09-01 17:39:48,false,"Germantown Cycling","19.15","1,029","01:11:30","149","168","16.1","30.7","364","397","0.00","0.0","0.0","0.0","0.0","0.0","0:00","78.8","0:00","No","01:11:30.41","1","0.0","01:11:00","01:16:20","272","379"
Cycling,2020-08-31 17:18:05,false,"Germantown Cycling","23.18","1,290","01:25:34","154","173","16.3","29.7","505","499","0.00","0.0","0.0","0.0","0.0","0.0","0:00","71.6","0:00","No","01:25:33.83","1","0.0","01:23:02","01:28:16","369","468"
Cycling,2020-08-29 09:24:48,false,"Germantown Cycling","40.06","1,790","02:31:40","140","162","15.8","33.0","1,033","1,096","0.00","0.0","0.0","0.0","0.0","0.0","0:00","71.6","0:00","No","02:31:39.98","1","0.0","02:29:50","02:58:02","264","436"
Cycling,2020-08-26 17:29:08,false,"Germantown Cycling","23.17","1,251","01:24:57","152","173","16.4","29.9","453","492","0.00","0.0","0.0","0.0","0.0","0.0","0:00","77.0","0:00","No","01:24:56.94","1","0.0","01:24:10","01:28:36","281","461"
Cycling,2020-08-24 17:48:05,false,"Germantown Cycling","28.24","1,443","01:41:57","151","170","16.6","30.1","620","646","0.00","0.0","0.0","0.0","0.0","0.0","0:00","77.0","0:00","No","01:41:57.00","1","0.0","01:41:31","01:44:49","278","496"
Cycling,2020-08-22 08:46:09,false,"Germantown Cycling","42.19","1,934","02:38:45","142","160","15.9","32.1","1,109","1,184","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","02:38:45.37","1","0.0","02:36:27","02:56:26","236","411"
Cycling,2020-08-20 17:35:43,false,"Germantown Cycling","27.81","1,484","01:39:41","154","172","16.7","30.8","614","630","0.00","0.0","0.0","0.0","0.0","0.0","0:00","69.8","0:00","No","01:39:41.50","1","0.0","01:39:23","01:46:55","179","310"
Cycling,2020-08-18 16:56:45,false,"Trainer-Intervals(7x4)","0.03","707","00:51:01","143","159","0.0","1.1","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","51:00.54","1","0.0","00:00:00","00:52:04","249","305"
Cycling,2020-08-17 17:52:04,false,"Germantown Cycling","25.80","1,285","01:32:50","146","162","16.7","29.6","587","604","0.00","0.0","0.0","0.0","0.0","0.0","0:00","75.2","0:00","No","01:32:50.17","1","0.0","01:32:17","01:39:22","219","350"
Cycling,2020-08-15 08:27:13,false,"Germantown Cycling","42.04","2,334","02:39:35","148","165","15.8","34.5","1,135","1,138","0.00","0.0","0.0","0.0","0.0","0.0","0:00","69.8","0:00","No","02:39:34.92","1","0.0","02:36:13","03:01:29","276","516"
Cycling,2020-08-13 16:59:01,false,"Germantown Cycling","18.88","1,048","01:11:21","151","169","15.9","31.5","374","400","0.00","0.0","0.0","0.0","0.0","0.0","0:00","75.2","0:00","No","01:11:21.02","1","0.0","01:09:03","01:13:36","254","360"
Cycling,2020-08-12 16:33:12,false,"Trainer-Tabatas","0.03","620","00:42:11","148","174","0.0","1.1","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","68.0","0:00","No","42:11.45","1","0.0","00:00:07","00:42:23","304","315"
Cycling,2020-08-10 17:46:35,false,"Trainer-Intervals(7x4)","0.02","797","00:51:03","153","181","0.0","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","71.6","0:00","No","51:02.58","1","0.0","00:00:00","00:52:08","255","286"
Cycling,2020-08-09 08:46:10,false,"Germantown Cycling","34.14","2,014","02:09:33","153","173","15.8","29.7","771","781","0.00","0.0","0.0","0.0","0.0","0.0","0:00","75.2","0:00","No","02:09:33.37","1","0.0","02:07:31","02:44:41","182","420"
Cycling,2020-08-01 11:13:06,false,"Intervals-Trainer(8x4)","0.05","783","00:54:08","147","168","0.1","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","54:07.76","1","0.0","00:00:00","00:56:59","299","319"
Cycling,2020-07-30 18:01:52,false,"Germantown Cycling","27.73","1,469","01:43:59","152","174","16.0","30.5","597","656","0.00","0.0","0.0","0.0","0.0","0.0","0:00","78.8","0:00","No","01:43:59.21","1","0.0","01:42:29","01:51:15","335","473"
Cycling,2020-07-28 18:08:08,false,"Germantown Cycling","28.29","1,521","01:41:03","153","170","16.8","29.8","617","650","0.00","0.0","0.0","0.0","0.0","0.0","0:00","75.2","0:00","No","01:41:02.55","1","0.0","01:39:55","01:48:22","336","466"
Cycling,2020-07-25 08:28:39,false,"Germantown Cycling","42.16","2,185","02:42:15","146","162","15.6","36.0","1,132","1,142","0.00","0.0","0.0","0.0","0.0","0.0","0:00","69.8","0:00","No","01:03:15.10","2","0.0","02:40:48","02:56:49","238","414"
Cycling,2020-07-23 18:07:14,false,"Germantown Cycling","23.16","1,217","01:26:35","150","180","16.1","30.1","502","541","0.00","0.0","0.0","0.0","0.0","0.0","0:00","69.8","0:00","No","01:26:35.37","1","0.0","01:25:36","01:29:43","280","498"
Cycling,2020-07-22 18:47:15,false,"Intervals-Trainer(7x4)","0.03","733","00:48:20","152","180","0.0","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","68.0","0:00","No","48:19.97","1","0.0","00:00:00","00:48:20","331","496"
Cycling,2020-07-19 08:29:22,false,"Germantown Cycling","38.02","2,125","02:27:12","147","164","15.5","29.6","951","974","0.00","0.0","0.0","0.0","0.0","0.0","0:00","71.6","0:00","No","02:27:11.71","1","0.0","02:25:23","02:48:24","304","488"
Cycling,2020-07-14 18:20:10,false,"Germantown Cycling","23.12","1,352","01:27:31","156","177","15.8","29.6","482","512","0.00","0.0","0.0","0.0","0.0","0.0","0:00","77.0","0:00","No","01:27:31.11","1","0.0","01:26:43","01:32:41","296","400"
Cycling,2020-07-13 18:18:16,false,"Germantown Cycling","23.17","1,377","01:25:28","159","177","16.3","31.2","466","502","0.00","0.0","0.0","0.0","0.0","0.0","0:00","78.8","0:00","No","01:25:28.29","1","0.0","01:23:50","01:30:00","282","454"
Cycling,2020-07-02 18:00:47,false,"Collierville Cycling","26.77","1,463","01:37:03","155","180","16.6","26.1","538","522","0.00","0.0","0.0","0.0","0.0","0.0","0:00","73.4","0:00","No","01:37:02.67","1","0.0","01:30:21","01:43:09","296","398"
Cycling,2020-06-29 17:54:21,false,"Germantown Cycling","27.74","1,455","01:40:30","152","173","16.6","30.7","633","659","0.00","0.0","0.0","0.0","0.0","0.0","0:00","75.2","0:00","No","01:40:30.49","1","0.0","01:39:09","01:48:20","302","442"
Cycling,2020-06-25 17:53:49,false,"Germantown Cycling","25.60","1,353","01:33:40","151","167","16.4","29.8","568","577","0.00","0.0","0.0","0.0","0.0","0.0","0:00","75.2","0:00","No","01:33:39.80","1","0.0","01:33:04","01:45:11","323","447"
Cycling,2020-06-23 17:30:08,false,"Germantown Cycling","33.93","1,698","02:04:54","148","177","16.3","28.6","676","715","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","02:04:54.26","1","0.0","01:58:45","02:35:11","251","436"
Cycling,2020-06-20 09:18:04,false,"Germantown Cycling","42.69","2,188","02:47:43","146","166","15.3","30.5","1,158","1,188","0.00","0.0","0.0","0.0","0.0","0.0","0:00","71.6","0:00","No","02:47:43.31","1","0.0","02:44:07","03:04:08","285","469"
Cycling,2020-06-17 18:13:05,false,"Germantown Cycling","23.18","1,217","01:23:04","151","175","16.7","31.6","476","502","0.00","0.0","0.0","0.0","0.0","0.0","0:00","68.0","0:00","No","01:23:03.67","1","0.0","01:22:18","01:32:53","251","402"
Cycling,2020-06-15 18:22:36,false,"Germantown Cycling","28.26","1,476","01:38:05","155","178","17.3","29.8","597","623","0.00","0.0","0.0","0.0","0.0","0.0","0:00","68.0","0:00","No","01:38:04.94","1","0.0","01:37:24","01:41:39","301","526"
Cycling,2020-06-12 16:52:40,false,"Germantown Cycling","15.30","883","00:57:04","154","170","16.1","26.9","371","367","0.00","0.0","0.0","0.0","0.0","0.0","0:00","82.4","0:00","No","57:04.33","1","0.0","00:56:02","00:59:46","442","907"
Cycling,2020-06-10 17:04:58,false,"Germantown Cycling","27.70","1,424","01:39:25","150","173","16.7","30.0","607","656","0.00","0.0","0.0","0.0","0.0","0.0","0:00","68.0","0:00","No","01:39:25.30","1","0.0","01:38:55","01:42:09","280","411"
Cycling,2020-06-06 09:27:26,false,"Germantown Cycling","42.73","2,065","02:40:00","146","165","16.0","30.5","1,129","1,138","0.00","0.0","0.0","0.0","0.0","0.0","0:00","68.0","0:00","No","02:40:00.20","1","0.0","02:37:47","02:56:06","335","636"
Cycling,2020-06-04 17:03:52,false,"Germantown Cycling","22.03","1,111","01:25:31","146","164","15.5","32.6","423","423","0.00","0.0","0.0","0.0","0.0","0.0","0:00","69.8","0:00","No","01:25:31.38","1","0.0","01:22:55","01:28:34","770","874"
Cycling,2020-06-02 18:00:51,false,"Germantown Cycling","26.94","1,324","01:37:14","150","171","16.6","30.3","587","600","0.00","0.0","0.0","0.0","0.0","0.0","0:00","73.4","0:00","No","01:37:14.49","1","0.0","01:35:52","01:43:20","239","366"
Cycling,2020-05-30 08:57:34,false,"Germantown Cycling","42.77","2,134","02:43:56","142","166","15.7","29.7","1,211","1,217","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","00:00.00","1","0.0","02:40:07","03:00:19","255","541"
Cycling,2020-05-28 17:16:26,false,"Germantown Cycling","25.85","1,298","01:35:09","146","163","16.3","30.4","571","623","0.00","0.0","0.0","0.0","0.0","0.0","0:00","66.2","0:00","No","00:00.00","1","0.0","01:32:54","01:40:31","234","357"
Cycling,2020-05-23 09:45:14,false,"Germantown Cycling","34.06","1,673","02:17:34","144","163","14.9","31.1","817","863","0.00","0.0","0.0","0.0","0.0","0.0","0:00","68.0","0:00","No","00:00.00","1","0.0","02:13:53","02:27:57","308","442"
Cycling,2020-05-21 16:59:54,false,"Germantown Cycling","23.17","1,157","01:26:37","148","173","16.1","31.4","505","512","0.00","0.0","0.0","0.0","0.0","0.0","0:00","69.8","0:00","No","00:00.00","1","0.0","01:23:25","01:28:45","285","388"
Cycling,2020-05-19 16:48:59,false,"Trainer-Tabatas","0.03","445","00:32:03","143","169","0.1","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","64.4","0:00","No","00:00.00","1","0.0","00:00:00","00:32:03","408","535"
Cycling,2020-05-16 09:58:33,false,"Germantown Cycling","42.12","2,197","02:40:59","145","167","15.7","28.2","1,204","1,211","0.00","0.0","0.0","0.0","0.0","0.0","0:00","68.0","0:00","No","00:00.00","1","0.0","02:38:06","03:10:34","207","388"
